volume_fraction,lynch,saxs,saxs hard spheres
0.01,9.80295221754,9.80282382023,9.57375510076
0.0159595959596,15.6451156603,15.6449107434,15.0636583576
0.0219191919192,21.4872791031,21.4869976666,20.394855491
0.0278787878788,27.3294425459,27.3290845897,25.5693739427
0.0338383838384,33.1716059886,33.1711715129,30.5893235675
0.039797979798,39.0137694314,39.0132584361,35.4568933186
0.0457575757576,44.8559328742,44.8553453593,40.1743477626
0.0517171717172,50.698096317,50.6974322824,44.7440234261
0.0576767676768,56.5402597597,56.5395192056,49.1683249664
0.0636363636364,62.3824232025,62.3816061288,53.4497211698
0.069595959596,68.2245866453,68.2236930519,57.5907407713
0.0755555555556,74.0667500881,74.0657799751,61.5939680988
0.0815151515152,79.9089135308,79.9078668983,65.4620385397
0.0874747474747,85.7510769736,85.7499538214,69.1976338301
0.0934343434343,91.5932404164,91.5920407446,72.8034771706
0.0993939393939,97.4354038592,97.4341276678,76.2823281675
0.105353535354,103.277567302,103.276214591,79.6369776047
0.111313131313,109.119730745,109.118301514,82.8702420493
0.117272727273,114.961894188,114.960388437,85.9849582964
0.123232323232,120.80405763,120.80247536,88.9839776577
0.129191919192,126.646221073,126.644562284,91.8701601023
0.135151515152,132.488384516,132.486649207,94.6463682582
0.141111111111,138.330547959,138.32873613,97.3154612811
0.147070707071,144.172711401,144.170823053,99.8802886054
0.15303030303,150.014874844,150.012909976,102.343683586
0.15898989899,155.857038287,155.854996899,104.708457045
0.164949494949,161.69920173,161.697083823,106.977390741
0.170909090909,167.541365172,167.539170746,109.153230775
0.176868686869,173.383528615,173.381257669,111.238680947
0.182828282828,179.225692058,179.223344592,113.236396096
0.188787878788,185.067855501,185.065431515,115.148975429
0.194747474747,190.910018944,190.907518439,116.978955872
0.200707070707,196.752182386,196.749605362,118.728805467
0.206666666667,202.594345829,202.591692285,120.400916837
0.212626262626,208.436509272,208.433779208,121.997600758
0.218585858586,214.278672715,214.275866131,123.521079851
0.224545454545,220.120836157,220.117953054,124.973482446
0.230505050505,225.9629996,225.960039978,126.35683664
0.236464646465,231.805163043,231.802126901,127.673064582
0.242424242424,237.647326486,237.644213824,128.923977041
0.248383838384,243.489489929,243.486300747,130.111268271
0.254343434343,249.331653371,249.32838767,131.236511232
0.260303030303,255.173816814,255.170474593,132.301153198
0.266262626263,261.015980257,261.012561517,133.306511812
0.272222222222,266.8581437,266.85464844,134.253771598
0.278181818182,272.700307142,272.696735363,135.143981015
0.284141414141,278.542470585,278.538822286,135.978050064
0.290101010101,284.384634028,284.380909209,136.756748513
0.296060606061,290.226797471,290.222996132,137.480704774
0.30202020202,296.068960914,296.065083056,138.150405488
0.30797979798,301.911124356,301.907169979,138.76619586
0.313939393939,307.753287799,307.749256902,139.3282808
0.319898989899,313.595451242,313.591343825,139.836726924
0.325858585859,319.437614685,319.433430748,140.291465474
0.331818181818,325.279778127,325.275517671,140.692296217
0.337777777778,331.12194157,331.117604595,141.038892375
0.343737373737,336.964105013,336.959691518,141.330806636
0.349696969697,342.806268456,342.801778441,141.567478245
0.355656565657,348.648431899,348.643865364,141.748241175
0.361616161616,354.490595341,354.485952287,141.872333269
0.367575757576,360.332758784,360.32803921,141.938906217
0.373535353535,366.174922227,366.170126134,141.947036143
0.379494949495,372.01708567,372.012213057,141.895734525
0.385454545455,377.859249112,377.85429998,141.783959178
0.391414141414,383.701412555,383.696386903,141.610625112
0.397373737374,389.543575998,389.538473826,141.374615278
0.403333333333,395.385739441,395.380560749,141.074791555
0.409292929293,401.227902884,401.222647673,140.710006779
0.415252525253,407.070066326,407.064734596,140.279119186
0.421212121212,412.912229769,412.906821519,139.781011085
0.427171717172,418.754393212,418.748908442,139.214613847
0.433131313131,424.596556655,424.590995365,138.578941125
0.439090909091,430.438720097,430.433082288,137.873131264
0.445050505051,436.28088354,436.275169212,137.096498139
0.45101010101,442.123046983,442.117256135,136.248586876
0.45696969697,447.965210426,447.959343058,135.329227463
0.462929292929,453.807373869,453.801429981,134.338575411
0.468888888889,459.649537311,459.643516904,133.277125532
0.474848484848,465.491700754,465.485603828,132.145683671
0.480808080808,471.333864197,471.327690751,130.945283816
0.486767676768,477.17602764,477.169777674,129.677046087
0.492727272727,483.018191082,483.011864597,128.341985794
0.498686868687,488.860354525,488.85395152,126.940804673
0.504646464646,494.702517968,494.696038443,125.47371925
0.510606060606,500.544681411,500.538125367,123.940401691
0.516565656566,506.386844853,506.38021229,122.340116321
0.522525252525,512.229008296,512.222299213,120.672119184
0.528484848485,518.071171739,518.064386136,118.936338473
0.534444444444,523.913335182,523.906473059,117.134263775
0.540404040404,529.755498625,529.748559982,115.269847523
0.546363636364,535.597662067,535.590646906,113.3500922
0.552323232323,541.43982551,541.432733829,111.384926508
0.558282828283,547.281988953,547.274820752,109.386056612
0.564242424242,553.124152396,553.116907675,107.364798071
0.570202020202,558.966315838,558.958994598,105.329443087
0.576161616162,564.808479281,564.801081521,103.283298068
0.582121212121,570.650642724,570.643168445,101.224701661
0.588080808081,576.492806167,576.485255368,99.1496122727
0.59404040404,582.33496961,582.327342291,97.0557382225
0.6,588.177133052,588.169429214,94.9457319091
